game,team,difficulty,formation,lineup,lineup_numbers
Istanbulspor vs. Antalyaspor - Saturday December 22 - 2001,Antalyaspor,hard,3-5-2,OZTURK;YAVAS;SAATCIOGLU;KAMBUROGLU;KARAMAN;CIMSIR;KAYMAKCI;TASKIN;CAKIR;BIRLIK;ONCAN,41;35;5;74;34;11;16;88;6;24;22
Istanbulspor vs. Antalyaspor - Saturday December 22 - 2001,Istanbulspor,hard,4-4-2,ZDRAVKOV;PETKOV;AKBAS;HUSEYINOGLU;YAGCIOGLU;KOCABAL;SAHIN;SAIDOU;YANIK;ZUBANOVIC;BUSHI,1;6;98;52;54;61;21;20;55;7;8
Kocaelispor vs. Denizlispor - Saturday December 22 - 2001,Denizlispor,hard,4-4-2,SOULAMA;UGUR;DOGAN;ERTUGRUL;BATI;BAYAZIT;BILAZER;BOYRAZ;TANDOGAN;COULIBALY;CIHAN,33;8;38;55;36;7;10;44;22;27;50
Kocaelispor vs. Denizlispor - Saturday December 22 - 2001,Kocaelispor,hard,3-5-2,MERT;TIMKO;AK;SARMAN;COLAK;HASPOLATLI;ALEKSANDROV;ABDELAZIZ;YIGIT;AYEW;TOPRAKTEPE,1;4;8;2;5;18;10;15;6;9;41
Malatyaspor vs. Samsunspor - Saturday December 22 - 2001,Malatyaspor,hard,3-5-2,POLAT;SAHIN;GUNDOSTU;MAPEZA;SAKIRI;DEMIRCI;OZGUR;LAZAREVSKI;IPEK;ULUSOY;YAVAS,12;65;54;15;28;6;34;26;7;9;10
Malatyaspor vs. Samsunspor - Saturday December 22 - 2001,Samsunspor,hard,3-5-2,BOUKAR;HOCAOGLU;KOLOGLU;YELEK;SAGIR;NAS;PHIRI;DOKME;CAN;SAGLAM;YILMAZ,12;4;5;34;55;24;27;15;99;6;10
Trabzonspor vs. Goztepe - Saturday December 22 - 2001,Goztepe,hard,3-5-2,MAJDAN;CETIN;ARAYICI;KOK;BAKI;BOZACI;MKHALELE;YUNGUL;AKINCI;ONUR;OZKAN,33;36;99;19;21;53;85;8;34;46;11
Trabzonspor vs. Goztepe - Saturday December 22 - 2001,Trabzonspor,easy,3-5-2,AKTAS;BECEREN;KAHRAMAN;GUVEN;OZGUR;MEHMET AURELIO;DEMIRAY;UCUNCU;KARADENIZ;MANDIRALI;BIULA,1;34;25;3;11;15;37;67;61;10;17
Yimpas Yozgatspor vs. Galatasaray - Sunday December 23 - 2001,Galatasaray,easy,4-4-2,MONDRAGON;VICTORIA;INCEEFE;KORKMAZ;CAPONE;PENBE;AKIN;YALCIN;AKMAN;SOZKESEN;AYKUT,1;14;2;3;35;67;12;13;18;20;55
Yimpas Yozgatspor vs. Galatasaray - Sunday December 23 - 2001,Yimpas Yozgatspor,hard,5-4-1,DIALLO;BULUT;OZER;BAYER;ARSLAN;OZBAY;KARACA;MUDERRISOGLU;HAMZAOGLU;HINCAL;SUMIALA,1;22;16;51;4;2;6;20;8;7;9
Galatasaray vs. Kocaelispor - Tuesday January 15 - 2002,Galatasaray,easy,4-4-2,MONDRAGON;PENBE;ASIK;KORKMAZ;PEREZ;AKMAN;BATISTA;GOKTAN;SAS;KARAN;ERDEM,1;67;5;3;15;18;4;7;11;9;6
Galatasaray vs. Kocaelispor - Tuesday January 15 - 2002,Kocaelispor,hard,4-2-3-1,MERT;AK;COLAK;TIMKO;YIGIT;HASPOLATLI;ABDELAZIZ;TOPRAKTEPE;ALEKSANDROV;LAZAROV;AYEW,1;8;5;4;6;18;5;41;10;11;9
Samsunspor vs. Fenerbahce - Friday January 18 - 2002,Fenerbahce,easy,3-5-2,RECBER;OZAT;OKECHUKWU;MIRKOVIC;ERCAN;JOHNSON;LAZETIC;TEMIZKANOGLU;GUNES;ANDERSSON;REVIVO,1;16;5;6;18;28;17;3;30;19;10
Samsunspor vs. Fenerbahce - Friday January 18 - 2002,Samsunspor,hard,3-5-2,GENCER;BAIDOO;KOLOGLU;YELEK;DOKME;PHIRI;CAN;SAGIR;PIASARE;YILMAZ;SAGLAM,1;8;5;34;15;27;99;55;17;10;6
Ankaragucu vs. Antalyaspor - Saturday January 19 - 2002,Ankaragucu,hard,3-5-2,OZGULTEKIN;BARIS;KUTLU;DURSUN;TURKMEHMET;TASDEMIR;AHINFUL;OZLEM;KELES;KENNEDY;KARTAL,22;45;4;2;20;76;15;5;10;18;32
Ankaragucu vs. Antalyaspor - Saturday January 19 - 2002,Antalyaspor,hard,3-5-2,RICHARD KINGSON;GINCHEV;SAATCIOGLU;KAMBUROGLU;GURSEL;CAKIR;YAVAS;YASAN;YALCINKAYA;BIRLIK;ONCAN,78;23;5;74;39;6;35;7;19;24;22
Diyarbakirspor vs. Genclerbirligi - Saturday January 19 - 2002,Diyarbakirspor,hard,4-4-2,KARAGOL;BEYAZ;ZAFER;ERDOGAN;DUMAN;KOCAK;KOLGU;BOLUKBASI;ALACAYIR;ULUSAL;KONA,28;27;5;4;51;99;11;77;7;8;24
Diyarbakirspor vs. Genclerbirligi - Saturday January 19 - 2002,Genclerbirligi,hard,3-5-2,NYS;SUMER;DOGANTEZ;TOPRAKTEPE;DAEMS;TATLI;ZDEBEL;BASTURK;BALCI;SALGIN;YOULA,1;5;4;2;20;28;8;10;35;51;11
Galatasaray vs. Gaziantepspor - Saturday January 19 - 2002,Galatasaray,easy,4-2-3-1,MONDRAGON;PENBE;ASIK;KORKMAZ;CAPONE;BATISTA;AKMAN;GOKTAN;YALCIN;SAS;KARAN,1;67;5;3;35;4;18;7;13;11;9
Galatasaray vs. Gaziantepspor - Saturday January 19 - 2002,Gaziantepspor,hard,3-5-2,CATKIC;TORAMAN;YURT;ANDRE SANTOS;MARANGOZ;AKBULUT;JULIO CESAR;ASLAN;PEREIRA;TEKKE;VIOLA,1;19;38;15;6;16;99;7;44;61;21
Malatyaspor vs. Istanbulspor - Saturday January 19 - 2002,Istanbulspor,hard,4-4-2,ZDRAVKOV;PETKOV;AKBAS;HUSEYINOGLU;YAGCIOGLU;UCUNCU;KOCABAL;ONATLI;YOZGATLI;ZUBANOVIC;YANIK,1;6;98;52;54;10;61;35;13;7;55
Malatyaspor vs. Istanbulspor - Saturday January 19 - 2002,Malatyaspor,hard,3-5-2,MILOSEVSKI;KORKMAZ;MAPEZA;SEYHAN;SAKIRI;DEMIRCI;TURHAN;YILDIRIMKAYA;AKSOY;ULUSOY;YAVAS,1;3;15;17;28;6;25;8;13;9;10
Bursaspor vs. Goztepe - Sunday January 20 - 2002,Bursaspor,hard,3-5-2,KELEMEN;KILIC;DAMLA;ER;DEMIR;MOSHOEU;SEVEN;SEN;ALKAN;YILMAZ;GULLERI,12;17;3;14;8;1;4;11;20;10;28
Bursaspor vs. Goztepe - Sunday January 20 - 2002,Goztepe,hard,3-5-2,MAJDAN;GUSAR;CETIN;SOZERI;YUNGUL;ONUR;MKHALELE;OZTURK;AKINCI;MARTIN;OZKAN,33;41;36;27;8;46;85;54;34;28;11
Kocaelispor vs. Rizespor - Sunday January 20 - 2002,Kocaelispor,hard,3-5-2,MERT;SARMAN;BARIS;OZTONGA;LAZAROV;VERGUL;ALEKSANDROV;ABDELAZIZ;YIGIT;AYEW;TOPRAKTEPE,1;2;17;3;11;33;10;15;6;9;41
Kocaelispor vs. Rizespor - Sunday January 20 - 2002,Rizespor,hard,3-5-2,HAMIDOU;DIENG;AVCI;ASIL;KAZMAZ;AYHAN;OZDEMIR;ALPUGAN;NAS;OZER;TETTEH,1;14;41;6;53;8;88;74;70;7;35
Trabzonspor vs. Besiktas - Sunday January 20 - 2002,Besiktas,easy,3-5-2,ASPER;GURACAR;RONALDO GUIARO;BESERLER;UZULMEZ;HAVUTCU;METIN;BOZKURT;KHLESTOV;MANSIZ;DURSUN,33;18;5;25;19;3;20;14;16;26;10
Trabzonspor vs. Besiktas - Sunday January 20 - 2002,Trabzonspor,easy,3-5-2,AKTAS;GUVEN;BECEREN;KAHRAMAN;SOMERS;MEHMET AURELIO;DEMIRAY;UCUNCU;KARADENIZ;MANDIRALI;BIULA,1;3;34;25;8;15;37;67;61;10;17
Yimpas Yozgatspor vs. Denizlispor - Sunday January 20 - 2002,Denizlispor,hard,4-4-2,KUCUK;CIMEN;AKICI;KAFKAS;BOYRAZ;BAYAZIT;BILAZER;KARTOP;ERTUGRUL;CIHAN;BIRDAL,1;3;4;19;44;7;10;6;55;50;11
Yimpas Yozgatspor vs. Denizlispor - Sunday January 20 - 2002,Yimpas Yozgatspor,hard,4-4-2,DIALLO;SAHIN;MARJAMAA;BAYER;OZBAY;KARACA;HAMZAOGLU;DALCICEK;HINCAL;PREKO;MUDERRISOGLU,1;41;5;51;2;6;8;66;7;17;20
Fenerbahce vs. Istanbulspor - Tuesday January 22 - 2002,Fenerbahce,easy,3-5-2,RECBER;OZAT;OKECHUKWU;MIRKOVIC;ERCAN;TEMIZKANOGLU;REVIVO;AKDENIZ;LAZETIC;ANDERSSON;AKIN,1;16;5;6;18;3;10;11;17;19;9
Fenerbahce vs. Istanbulspor - Tuesday January 22 - 2002,Istanbulspor,hard,3-5-2,ZDRAVKOV;HUSEYINOGLU;AKBAS;PETKOV;UCUNCU;SAIDOU;SAHIN;KOCABAL;YAGCIOGLU;YOZGATLI;ISLER,1;52;98;6;10;20;21;61;54;13;9
Malatyaspor vs. Ankaragucu - Tuesday January 22 - 2002,Ankaragucu,hard,3-5-2,OZGULTEKIN;BARIS;KUTLU;OZSARAC;TURKMEHMET;TASDEMIR;NAMDAR;GUNEY;KELES;KENNEDY;AHINFUL,22;45;4;3;20;76;39;12;10;18;15
Malatyaspor vs. Ankaragucu - Tuesday January 22 - 2002,Malatyaspor,hard,3-5-2,MILOSEVSKI;KORKMAZ;MAPEZA;SEYHAN;SAKIRI;DEMIRCI;TURHAN;YILDIRIMKAYA;AKSOY;ULUSOY;YAVAS,1;3;15;17;28;6;25;8;13;9;10
Antalyaspor vs. Kocaelispor - Wednesday January 23 - 2002,Antalyaspor,hard,3-5-2,RICHARD KINGSON;GINCHEV;SAATCIOGLU;KAMBUROGLU;BULUT;CAKIR;YASAN;CIMSIR;GURSEL;BIRLIK;AKYUZ,78;23;5;74;17;6;7;11;39;24;18
Antalyaspor vs. Kocaelispor - Wednesday January 23 - 2002,Kocaelispor,hard,3-5-2,MERT;HASPOLATLI;TIMKO;SARMAN;ARSLANER;VERGUL;SAWIEH;ABDELAZIZ;YIGIT;AYEW;LAZAROV,1;18;4;2;13;33;14;15;6;9;11
Denizlispor vs. Galatasaray - Wednesday January 23 - 2002,Denizlispor,hard,4-4-2,KUCUK;HIETANEN;AKICI;CIMEN;TANDOGAN;BAYAZIT;KAFKAS;BILAZER;ERTUGRUL;CIHAN;BIRDAL,1;2;4;3;22;7;19;10;55;50;11
Denizlispor vs. Galatasaray - Wednesday January 23 - 2002,Galatasaray,easy,4-4-2,MONDRAGON;PENBE;ASIK;KORKMAZ;PEREZ;AKMAN;BATISTA;GOKTAN;SAS;KARAN;ERDEM,1;67;5;3;15;18;4;7;11;9;6
Gaziantepspor vs. Trabzonspor - Wednesday January 23 - 2002,Gaziantepspor,hard,3-5-2,CATKIC;TORAMAN;PEREIRA;ANDRE SANTOS;ROMASHCHENKO;YURT;ASLAN;MARANGOZ;KOPRULU;JULIO CESAR;TEKKE,1;19;44;15;22;38;7;6;20;99;61
Gaziantepspor vs. Trabzonspor - Wednesday January 23 - 2002,Trabzonspor,easy,3-5-2,ATAMAN;BECEREN;KAHRAMAN;GUVEN;SOMERS;UCUNCU;KARADENIZ;MEHMET AURELIO;DEMIRAY;MANDIRALI;BIULA,35;34;25;3;8;67;61;15;37;10;17
Goztepe vs. Diyarbakirspor - Wednesday January 23 - 2002,Diyarbakirspor,hard,4-4-2,KARAGOL;BEYAZ;ZAFER;ERDOGAN;DUMAN;KOCAK;KOLGU;BOLUKBASI;ALACAYIR;ULUSAL;KONA,28;27;5;4;51;99;11;77;7;8;24
Goztepe vs. Diyarbakirspor - Wednesday January 23 - 2002,Goztepe,hard,4-4-2,MAJDAN;BOZACI;CETIN;GUSAR;SOZERI;ONUR;MKHALELE;OZTURK;YUNGUL;OZKAN;BIRYOL,33;53;36;41;27;46;85;54;8;11;15
Rizespor vs. Yimpas Yozgatspor - Wednesday January 23 - 2002,Rizespor,hard,3-5-2,YIGITER;DIENG;AVCI;ASIL;BILGE;AYHAN;OZTURK;ALPUGAN;OZDEMIR;TETTEH;OZER,21;14;41;6;33;8;9;74;88;35;7
Rizespor vs. Yimpas Yozgatspor - Wednesday January 23 - 2002,Yimpas Yozgatspor,hard,4-5-1,DIALLO;OZER;MARJAMAA;OZER;BAYER;KARACA;HAMZAOGLU;KARAKAYIS;DALCICEK;HINCAL;PREKO,1;56;5;16;51;6;8;59;66;7;17
Samsunspor vs. Genclerbirligi - Wednesday January 23 - 2002,Genclerbirligi,hard,3-5-2,NYS;SUMER;DOGANTEZ;TOPRAKTEPE;DAEMS;ZDEBEL;TATLI;BASTURK;BALCI;SALGIN;YOULA,1;5;4;2;20;8;28;10;35;51;11
Samsunspor vs. Genclerbirligi - Wednesday January 23 - 2002,Samsunspor,hard,3-5-2,GENCER;BAIDOO;KOLOGLU;YELEK;SAGIR;NAS;PHIRI;DOKME;CAN;YILMAZ;SAGLAM,1;8;5;34;55;24;27;15;99;10;6
Besiktas vs. Bursaspor - Thursday January 24 - 2002,Besiktas,easy,3-5-2,ASPER;GURACAR;RONALDO GUIARO;YILDIRIM;UZULMEZ;HAVUTCU;METIN;BOZKURT;KHLESTOV;MANSIZ;DURSUN,33;18;5;4;19;3;20;14;16;26;10
Besiktas vs. Bursaspor - Thursday January 24 - 2002,Bursaspor,hard,3-5-2,KELEMEN;DAMLA;OZBEY;KILIC;SEN;ER;MOSHOEU;SEVEN;DEMIR;ALKAN;YILMAZ,12;3;6;17;11;14;1;4;8;20;10
Ankaragucu vs. Fenerbahce - Saturday January 26 - 2002,Ankaragucu,hard,3-5-2,OZGULTEKIN;BARIS;KUTLU;OZSARAC;DURSUN;TASDEMIR;NAMDAR;OZLEM;GUNEY;KELES;AHINFUL,22;45;4;3;2;76;39;5;12;10;15
Ankaragucu vs. Fenerbahce - Saturday January 26 - 2002,Fenerbahce,easy,3-5-2,RECBER;DOGAN;OKECHUKWU;MIRKOVIC;AKDENIZ;TEMIZKANOGLU;SIMSEK;ERCAN;AKYEL;ANDERSSON;AKIN,1;4;5;6;11;3;20;18;22;19;9
Bursaspor vs. Trabzonspor - Sunday January 27 - 2002,Bursaspor,hard,3-5-2,KELEMEN;OZBEY;DAMLA;KILIC;SEN;ER;MOSHOEU;SEVEN;DEMIR;ALKAN;YILMAZ,12;6;3;17;11;14;1;4;8;20;10
Bursaspor vs. Trabzonspor - Sunday January 27 - 2002,Trabzonspor,easy,4-5-1,ATAMAN;SOMERS;BECEREN;GUVEN;OZTURK;OZGUR;UCUNCU;DEMIRAY;MEHMET AURELIO;KARADENIZ;MANDIRALI,35;8;34;3;4;11;67;37;15;61;10
Denizlispor vs. Gaziantepspor - Sunday January 27 - 2002,Denizlispor,hard,3-5-2,KUCUK;AKICI;KAFKAS;CIMEN;BAYAZIT;ERTUGRUL;BILAZER;KARTOP;TANDOGAN;CIHAN;BIRDAL,1;4;19;3;7;55;10;6;22;50;11
Denizlispor vs. Gaziantepspor - Sunday January 27 - 2002,Gaziantepspor,hard,4-4-2,CATKIC;YURT;TORAMAN;ANDRE SANTOS;PEREIRA;ROMASHCHENKO;KOPRULU;MARANGOZ;ASLAN;JULIO CESAR;TEKKE,1;38;19;15;44;22;20;6;7;99;61
Diyarbakirspor vs. Besiktas - Sunday January 27 - 2002,Besiktas,easy,3-5-2,ASPER;BESERLER;RONALDO GUIARO;YILDIRIM;UZULMEZ;HAVUTCU;METIN;BEKTAS;KHLESTOV;MANSIZ;DURSUN,33;25;5;4;19;3;20;11;16;26;10
Diyarbakirspor vs. Besiktas - Sunday January 27 - 2002,Diyarbakirspor,hard,3-5-2,KARAGOL;ERDOGAN;ZAFER;DUMAN;DIDA;KOLGU;YILMAZ;YUCETAS;ALACAYIR;KONA;KOCAK,28;4;5;51;20;11;25;6;7;24;99
Galatasaray vs. Rizespor - Sunday January 27 - 2002,Galatasaray,easy,4-4-2,INAN;VICTORIA;ASIK;KORKMAZ;CAPONE;AKMAN;BATISTA;GOKTAN;SAS;KARAN;ERDEM,16;14;5;3;35;18;4;7;11;9;6
Galatasaray vs. Rizespor - Sunday January 27 - 2002,Rizespor,hard,4-4-2,YIGITER;BILGE;DIENG;AVCI;ASIL;OZDEMIR;ALPUGAN;KAZMAZ;AYHAN;OZER;TETTEH,21;33;14;41;6;88;74;53;8;7;35
Istanbulspor vs. Genclerbirligi - Sunday January 27 - 2002,Genclerbirligi,hard,3-5-2,NYS;SUMER;DOGANTEZ;TOPRAKTEPE;DAEMS;TATLI;ZDEBEL;BASTURK;BALCI;SALGIN;YOULA,1;5;4;2;20;28;8;10;35;51;11
Istanbulspor vs. Genclerbirligi - Sunday January 27 - 2002,Istanbulspor,hard,4-4-2,ZDRAVKOV;PETKOV;AKBAS;AYHAN;YAGCIOGLU;KOCABAL;SAIDOU;SAHIN;UCUNCU;YOZGATLI;ISLER,1;6;98;69;54;61;20;21;10;13;9
Malatyaspor vs. Kocaelispor - Sunday January 27 - 2002,Kocaelispor,hard,4-4-2,SAHIN;AK;SARMAN;OZTONGA;ARSLANER;VERGUL;HASPOLATLI;ABDELAZIZ;YIGIT;AYEW;TOPRAKTEPE,77;8;2;3;13;33;18;15;6;9;41
Malatyaspor vs. Kocaelispor - Sunday January 27 - 2002,Malatyaspor,hard,3-5-2,MILOSEVSKI;KORKMAZ;MAPEZA;SEYHAN;DEMIRCI;TURHAN;YILDIRIMKAYA;SAKIRI;AKSOY;ULUSOY;YAVAS,1;3;15;17;6;25;8;28;13;9;10
Samsunspor vs. Goztepe - Sunday January 27 - 2002,Goztepe,hard,4-4-2,MAJDAN;YUNGUL;CETIN;GUSAR;SOZERI;BOZACI;MKHALELE;OZTURK;ONUR;OZKAN;BIRYOL,33;8;36;41;27;53;85;54;46;11;15
Samsunspor vs. Goztepe - Sunday January 27 - 2002,Samsunspor,hard,3-5-2,GENCER;BAIDOO;KOLOGLU;YELEK;ULUN;CAN;SAGIR;DOKME;NAS;YILMAZ;SAGLAM,1;8;5;34;3;99;55;15;24;10;6
Yimpas Yozgatspor vs. Antalyaspor - Sunday January 27 - 2002,Antalyaspor,hard,4-4-2,RICHARD KINGSON;SAATCIOGLU;GINCHEV;KAMBUROGLU;YALCINKAYA;CIMSIR;CAKIR;YASAN;GURSEL;AKYUZ;BIRLIK,
Yimpas Yozgatspor vs. Antalyaspor - Sunday January 27 - 2002,Yimpas Yozgatspor,hard,4-4-2,DIALLO;MARJAMAA;OZER;KAYA;KARACA;HINCAL;OZBAY;HAMZAOGLU;KARAKAYIS;SUMIALA;PREKO,
Fenerbahce vs. Kocaelispor - Friday February 1 - 2002,Fenerbahce,easy,3-5-2,RECBER;OZAT;OKECHUKWU;AKYEL;AKDENIZ;SIMAO;REVIVO;TEMIZKANOGLU;LAZETIC;ANDERSSON;AKIN,1;16;5;22;11;25;10;3;17;19;9
Fenerbahce vs. Kocaelispor - Friday February 1 - 2002,Kocaelispor,hard,3-5-2,SAHIN;AK;OZTONGA;SARMAN;COLAK;ABDELAZIZ;HASPOLATLI;SEDIK;ARSLANER;AYEW;TOPRAKTEPE,77;8;3;2;5;15;18;22;13;9;41
Besiktas vs. Samsunspor - Saturday February 2 - 2002,Besiktas,easy,4-4-2,ASPER;UZULMEZ;YILDIRIM;RONALDO GUIARO;BESERLER;BEKTAS;HAVUTCU;METIN;TUNA;MANSIZ;DURSUN,33;19;4;5;25;11;3;20;17;26;10
Besiktas vs. Samsunspor - Saturday February 2 - 2002,Samsunspor,hard,3-5-2,GENCER;BAIDOO;KOLOGLU;HOCAOGLU;DOKME;DURO;PHIRI;CAN;KORKMAZ;YILMAZ;SAGIR,1;8;5;4;15;21;27;99;7;10;55
Gaziantepspor vs. Bursaspor - Saturday February 2 - 2002,Bursaspor,hard,3-5-2,KELEMEN;OZBEY;ER;DAMLA;VAR;MOSHOEU;YESIL;SEN;HACIOGLU;ALKAN;YILMAZ,12;6;14;3;54;1;29;11;53;20;10
Gaziantepspor vs. Bursaspor - Saturday February 2 - 2002,Gaziantepspor,hard,3-5-2,GULTANG;YURT;PEREIRA;ANDRE SANTOS;ROMASHCHENKO;TORAMAN;SAHINTURK;ASLAN;KOPRULU;JULIO CESAR;TEKKE,2;38;44;15;22;19;10;7;20;99;61
Rizespor vs. Denizlispor - Saturday February 2 - 2002,Denizlispor,hard,3-5-2,KUCUK;AKICI;KAFKAS;CIMEN;BAYAZIT;KARTOP;BILAZER;BOYRAZ;ERTUGRUL;CIHAN;BIRDAL,1;4;19;3;7;6;10;44;55;50;11
Rizespor vs. Denizlispor - Saturday February 2 - 2002,Rizespor,hard,3-5-2,HAMIDOU;DERELI;AVCI;ASIL;KAZMAZ;AYHAN;NAMLI;ALPUGAN;OZDEMIR;OZER;TETTEH,1;4;41;6;53;8;11;74;88;7;35
Trabzonspor vs. Diyarbakirspor - Saturday February 2 - 2002,Diyarbakirspor,hard,3-5-2,KARAGOL;ERDOGAN;ZAFER;DUMAN;KOCAK;DIDA;YUCETAS;KOLGU;ALACAYIR;KONA;DEBRAH,28;4;5;51;99;20;6;11;7;24;26
Trabzonspor vs. Diyarbakirspor - Saturday February 2 - 2002,Trabzonspor,easy,3-5-2,ATAMAN;GUVEN;MARKOV;OZTURK;SOMERS;KARADENIZ;UCUNCU;OZGUR;DEMIRAY;MANDIRALI;BIULA,35;3;55;4;8;61;67;11;37;10;17
Antalyaspor vs. Galatasaray - Sunday February 3 - 2002,Antalyaspor,hard,3-5-2,RICHARD KINGSON;OZALP;KAMBUROGLU;CAKIR;GINCHEV;GURSEL;CIMSIR;YASAN;SAATCIOGLU;BIRLIK;AKYUZ,78;3;74;6;23;39;11;7;5;24;18
