game,team,difficulty,formation,lineup
Denizlispor vs. Kasimpasa - Thursday April 8 - 2021,Kasimpasa,hard,4-1-4-1,TASKIRAN;HADDADI;BRECKA;LUCKASSEN;HADERGJONAJ;SADIKU;VARGA;DRINKWATER;HAJRADINOVIC;KOOMSON;KIESE THELIN
Gaziantep FK vs. Basaksehir - Thursday April 8 - 2021,Basaksehir,hard,4-2-3-1,BABACAN;SERTEL;EPUREANU;PONCK;UCAR;CIGERCI;NDAYISHIMIYE;TURUC;GIULIANO;VISCA;BA
Gaziantep FK vs. Basaksehir - Thursday April 8 - 2021,Gaziantep FK,hard,4-4-2,GUVENC;JUNIOR MORAIS;DJILOBODJI;MIRANDA;OLKOWSKI;MAXIM;RASHID;VETRIH;MIRALLAS;DICKO;OZER
Yeni Malatyaspor vs. Fenerbahce - Thursday April 8 - 2021,Fenerbahce,easy,4-1-4-1,BAYINDIR;ERKIN;SZALAI;AZIZ;GONUL;LUIZ GUSTAVO;VALENCIA;TUFAN;KAHVECI;OSAYI-SAMUEL;SAMATTA
Yeni Malatyaspor vs. Fenerbahce - Thursday April 8 - 2021,Yeni Malatyaspor,hard,4-4-2,OZBIR;KARIM HAFEZ;KAYA;WALLACE;CHEBAKE;FOFANA;ACQUAH;MALLAN;ESKIHELLAC;BUYUK;TETTEH
Galatasaray vs. Fatih Karagumruk - Saturday April 10 - 2021,Fatih Karagumruk,hard,4-1-4-1,VIVIANO;BALKOVEC;ZUKANOVIC;ROCO;ALTINAY;TATLI;LENS;DURMAZ;BERTOLACCI;NDAO;SOBIECH
Galatasaray vs. Fatih Karagumruk - Saturday April 10 - 2021,Galatasaray,easy,4-1-4-1,MUSLERA;BAYRAM;MARCAO;DONK;YEDLIN;ETEBO;BABEL;FERNANDES;AKBABA;CAGLAYAN;MOSTAFA MOHAMED
Hatayspor vs. Goztepe - Saturday April 10 - 2021,Goztepe,hard,4-2-3-1,EGRIBAYAT;BUREKOVIC;NUKAN;OZTURK;GASSAMA;NWOBODO;AYDOGDU;TRIPIC;DIABATE;AKBUNAR;JAHOVIC
Hatayspor vs. Goztepe - Saturday April 10 - 2021,Hatayspor,hard,4-2-3-1,EL KAJOUI;CAYTEMEL;SANTOS;ABDIOGLU;POPOV;RIBEIRO;AABID;BOUPENDZA;TRAORE;AKINTOLA;DIOUF
Rizespor vs. Trabzonspor - Saturday April 10 - 2021,Rizespor,hard,4-1-4-1,CETIN;KOYBASI;AY;TALBI;MOROZYUK;DJOKOVIC;SAMUDIO;FABRICIO BAIANO;PEHLIVAN;FERNANDO BOLDRIN;SKODA
Rizespor vs. Trabzonspor - Saturday April 10 - 2021,Trabzonspor,easy,4-1-4-1,CAKIR;MARLON;VITOR HUGO;IE;TURKMEN;BAKER;MALLI;PARMAK;BAKASETAS;FLAVIO;DJANINY
Ankaragucu vs. Genclerbirligi - Sunday April 11 - 2021,Ankaragucu,hard,4-4-2,CELIKAY;PINTO;SARLIJA;KULUSIC;KITSIOU;PAINTSIL;AKDAG;CEKICI;POTUK;BØRVEN;BADJI
Ankaragucu vs. Genclerbirligi - Sunday April 11 - 2021,Genclerbirligi,hard,4-2-3-1,NORDFELDT;POLOMAT;DIEGO ANGELO;KIZILDAG;JOHANSSON;DIKMEN;PIRIS DA MOTTA;YILMAZ;AYITE;CANDEIAS;LIMA
Buyuksehir Belediye Erzurumspor vs. Besiktas - Sunday April 11 - 2021,Besiktas,easy,4-1-4-1,DESTANOGLU;N'SAKALA;VIDA;WELINTON;ROSIER;TOKOZ;LARIN;OZYAKUP;HUTCHINSON;GHEZZAL;TOSUN
Buyuksehir Belediye Erzurumspor vs. Besiktas - Sunday April 11 - 2021,Buyuksehir Belediye Erzurumspor,hard,4-2-3-1,SZUMSKI;SCHWECHLEN;HATIPOGLU;DA COSTA;BUTKO;OMOLO;BOUMAL;BASSAN;CHAHECHOUHE;ALKILIC;EL KABIR
Kayserispor vs. Antalyaspor - Sunday April 11 - 2021,Antalyaspor,hard,4-2-3-1,BOFFIN;KUDRYASHOV;NALDO;SARI;BALCI;SAHIN;ALBAYRAK;AMILTON;SINIK;SAM;PODOLSKI
Kayserispor vs. Antalyaspor - Sunday April 11 - 2021,Kayserispor,hard,4-4-2,ALEMDAR;BEHICH;KOLOVETSIOS;DEMIROK;KVRZIC;PEDRO HENRIQUE;ATTAMAH;AVRAMOVSKI;LENNON;CELIK;BROBBEY
Sivasspor vs. Konyaspor - Sunday April 11 - 2021,Konyaspor,hard,4-2-3-1,SEHIC;GUILHERME;BARDAKCI;DEMIRBAG;SKUBIC;JEVTOVIC;HADZIAHMETOVIC;BYTYQI;RAHMANOVIC;SHENGELIA;CIKALLESHI
Sivasspor vs. Konyaspor - Sunday April 11 - 2021,Sivasspor,hard,4-1-4-1,VURAL;CIFTCI;CAMARA;YALCIN;OGUZ;COFIE;GRADEL;FAJR;ARSLAN;BOYD;YATABARE
Alanyaspor vs. Denizlispor - Monday April 12 - 2021,Alanyaspor,hard,4-3-3,MARAFONA;MOUBANDJE;TZAVELLAS;CAULKER;MORENO;BEKIROGLU;SIOPIS;KUTLU;DAVIDSON;BAREIRO;BABACAR
Alanyaspor vs. Denizlispor - Monday April 12 - 2021,Denizlispor,hard,3-5-2,SUNGER;FABIANO;YILMAZ;YUMLU;AYTAC;DISKERUD;AKTAS;BAKALORZ;OZDEMIR;TUSHA;SACKO
Fenerbahce vs. Gaziantep FK - Monday April 12 - 2021,Fenerbahce,easy,4-1-4-1,BAYINDIR;ERKIN;SZALAI;AZIZ;GONUL;SOSA;PELKAS;YANDAS;TUFAN;KAHVECI;VALENCIA
Fenerbahce vs. Gaziantep FK - Monday April 12 - 2021,Gaziantep FK,hard,4-2-3-1,GUVENC;JUNIOR MORAIS;DJILOBODJI;MIRANDA;OLKOWSKI;RASHID;VETRIH;MAXIM;MIRALLAS;OZER;DICKO
Kasimpasa vs. Yeni Malatyaspor - Monday April 12 - 2021,Kasimpasa,hard,4-1-4-1,TASKIRAN;HADDADI;TOSIC;LUCKASSEN;HADERGJONAJ;SADIKU;VARGA;BISTROVIC;HAJRADINOVIC;KOOMSON;KIESE THELIN
Kasimpasa vs. Yeni Malatyaspor - Monday April 12 - 2021,Yeni Malatyaspor,hard,4-4-2,OZBIR;KARIM HAFEZ;HADEBE;WALLACE;CHEBAKE;FOFANA;ACQUAH;YAVRU;ESKIHELLAC;TETTEH;BUYUK
Antalyaspor vs. Rizespor - Friday April 16 - 2021,Antalyaspor,hard,4-2-3-1,BOFFIN;IYICAN;NALDO;OZTURK;YILMAZ;SARI;ALBAYRAK;AMILTON;SINIK;GURLER;PODOLSKI
Antalyaspor vs. Rizespor - Friday April 16 - 2021,Rizespor,hard,4-2-3-1,CETIN;KOYBASI;TALBI;AY;FABRICIO BAIANO;DURAK;DJOKOVIC;SAMUDIO;SABO;FERNANDO BOLDRIN;REMY
Besiktas vs. Ankaragucu - Friday April 16 - 2021,Ankaragucu,hard,4-4-2,CELIKAY;PINTO;SARLIJA;KULUSIC;KITSIOU;PAINTSIL;AKDAG;POTUK;GERALDO;BADJI;GURAL
Besiktas vs. Ankaragucu - Friday April 16 - 2021,Besiktas,easy,4-1-4-1,DESTANOGLU;YILMAZ;VIDA;WELINTON;ROSIER;SOUZA;N'KOUDOU;OZYAKUP;HUTCHINSON;GHEZZAL;LARIN
Genclerbirligi vs. Sivasspor - Friday April 16 - 2021,Genclerbirligi,hard,4-2-3-1,NORDFELDT;POLOMAT;DIEGO ANGELO;PEHLIVAN;JOHANSSON;DIKMEN;PIRIS DA MOTTA;YILMAZ;LIMA;CANDEIAS;STANCU
Genclerbirligi vs. Sivasspor - Friday April 16 - 2021,Sivasspor,hard,4-1-4-1,VURAL;CIFTCI;CAMARA;OSMANPASA;OGUZ;COFIE;GRADEL;FAJR;YALCIN;YESILYURT;YATABARE
Konyaspor vs. Kayserispor - Friday April 16 - 2021,Kayserispor,hard,4-4-2,ALEMDAR;BEHICH;KOLOVETSIOS;DEMIROK;KVRZIC;PEDRO HENRIQUE;ATTAMAH;AVRAMOVSKI;LENNON;BROBBEY;CELIK
Konyaspor vs. Kayserispor - Friday April 16 - 2021,Konyaspor,hard,4-2-3-1,SEHIC;GUILHERME;BARDAKCI;DEMIRBAG;SKUBIC;HADZIAHMETOVIC;JEVTOVIC;BYTYQI;MILOSEVIC;SEKIDIKA;CIKALLESHI
Denizlispor vs. Buyuksehir Belediye Erzurumspor - Saturday April 17 - 2021,Buyuksehir Belediye Erzurumspor,hard,4-2-3-1,BAKIRBAS;SCHWECHLEN;HATIPOGLU;TEIKEU;UCAR;OMOLO;BOUMAL;NOVIKOVAS;OBERTAN;BASSAN;GOMES
Denizlispor vs. Buyuksehir Belediye Erzurumspor - Saturday April 17 - 2021,Denizlispor,hard,3-4-3,GONEN;YUMLU;YILMAZ;FABIANO;AYTAC;MURAWSKI;DISKERUD;OZDEMIR;SAGAL;RODALLEGA;SACKO
Goztepe vs. Galatasaray - Saturday April 17 - 2021,Galatasaray,easy,4-1-4-1,MUSLERA;SARACCHI;MARCAO;LUYINDAMA;OZBAYRAKLI;ANTALYALI;AKTURKOGLU;FERNANDES;KILINC;FEGHOULI;DERVISOGLU
Goztepe vs. Galatasaray - Saturday April 17 - 2021,Goztepe,hard,4-1-4-1,EGRIBAYAT;BUREKOVIC;NUKAN;EMIR;GASSAMA;NWOBODO;NDIAYE;DIABATE;AYDOGDU;AKBUNAR;JAHOVIC
Trabzonspor vs. Hatayspor - Saturday April 17 - 2021,Hatayspor,hard,4-2-3-1,EL KAJOUI;KATRANIS;SANTOS;ABDIOGLU;POPOV;RIBEIRO;AABID;BOUPENDZA;TRAORE;KAMARA;DIOUF
Trabzonspor vs. Hatayspor - Saturday April 17 - 2021,Trabzonspor,easy,4-1-4-1,CAKIR;MARLON;HOSSEINI;IE;ASAN;BAKER;NWAKAEME;PARMAK;BAKASETAS;SARI;DJANINY
Yeni Malatyaspor vs. Alanyaspor - Saturday April 17 - 2021,Alanyaspor,hard,4-3-3,MARAFONA;MOUBANDJE;TZAVELLAS;CAULKER;MORENO;BEKIROGLU;SIOPIS;KUTLU;DAVIDSON;BABACAR;KADZIOR
Yeni Malatyaspor vs. Alanyaspor - Saturday April 17 - 2021,Yeni Malatyaspor,hard,4-1-4-1,OZBIR;KARIM HAFEZ;HADEBE;WALLACE;CHEBAKE;ACQUAH;BUYUK;ILDIZ;YAVRU;FOFANA;BULUT
Basaksehir vs. Fenerbahce - Sunday April 18 - 2021,Basaksehir,hard,4-2-3-1,BABACAN;SERTEL;NDAYISHIMIYE;PONCK;SAHINER;CIGERCI;TEKDEMIR;ALEKSIC;GIULIANO;VISCA;CRIVELLI
Basaksehir vs. Fenerbahce - Sunday April 18 - 2021,Fenerbahce,easy,4-1-4-1,TEKIN;ERKIN;SZALAI;AZIZ;SANGARE;SOSA;PELKAS;YANDAS;TUFAN;KAHVECI;VALENCIA
Gaziantep FK vs. Kasimpasa - Sunday April 18 - 2021,Gaziantep FK,hard,4-4-2,GUVENC;VURAL;DJILOBODJI;MIRANDA;OLKOWSKI;MAXIM;RASHID;SOUSA;MIRALLAS;DICKO;OZER
Gaziantep FK vs. Kasimpasa - Sunday April 18 - 2021,Kasimpasa,hard,4-1-4-1,TASKIRAN;HADDADI;TOSIC;LUCKASSEN;HADERGJONAJ;SADIKU;VARGA;BISTROVIC;HAJRADINOVIC;KOOMSON;KIESE THELIN
Fatih Karagumruk vs. Goztepe - Tuesday April 20 - 2021,Fatih Karagumruk,hard,3-1-4-2,OZER;HEDENSTAD;KURUCUK;DURMAZ;AKTAS;AHMETOGLU;LENS;PEHLIVAN;NDAO;ERDINC;SALIBUR
Fatih Karagumruk vs. Goztepe - Tuesday April 20 - 2021,Goztepe,hard,4-4-2,OZCIMEN;EMIR;ALICI;GASSAMA;PALULI;TRIPIC;ESITI;NWOBODO;DIABATE;IDEYE;NDIAYE
Hatayspor vs. Antalyaspor - Tuesday April 20 - 2021,Antalyaspor,hard,4-1-4-1,BOFFIN;IYICAN;OZTURK;NALDO;YILMAZ;OZMERT;AMILTON;SINIK;FREDY;GURLER;PODOLSKI
Hatayspor vs. Antalyaspor - Tuesday April 20 - 2021,Hatayspor,hard,4-2-3-1,EL KAJOUI;KATRANIS;SANTOS;BILLONG;POPOV;RIBEIRO;AABID;BOUPENDZA;TRAORE;AKINTOLA;DIOUF
Kayserispor vs. Genclerbirligi - Tuesday April 20 - 2021,Genclerbirligi,hard,5-4-1,ADIYAMAN;POLOMAT;PEHLIVAN;MERT;DIEGO ANGELO;BERISBEK;LIMA;DIKMEN;PIRIS DA MOTTA;CANDEIAS;STANCU
Kayserispor vs. Genclerbirligi - Tuesday April 20 - 2021,Kayserispor,hard,4-4-2,ALEMDAR;BEHICH;KOLOVETSIOS;DEMIROK;KVRZIC;PEDRO HENRIQUE;ATTAMAH;AVRAMOVSKI;LENNON;CELIK;ALIBEC
Rizespor vs. Konyaspor - Tuesday April 20 - 2021,Konyaspor,hard,4-1-4-1,SEHIC;GUILHERME;BARDAKCI;DEMIRBAG;SKUBIC;HADZIAHMETOVIC;BYTYQI;MILOSEVIC;JEVTOVIC;SEKIDIKA;CIKALLESHI
Rizespor vs. Konyaspor - Tuesday April 20 - 2021,Rizespor,hard,4-1-4-1,CETIN;KOYBASI;TALBI;AY;MOROZYUK;DJOKOVIC;SAMUDIO;SABO;FERNANDO BOLDRIN;MICHALAK;REMY
Sivasspor vs. Besiktas - Tuesday April 20 - 2021,Besiktas,easy,4-1-4-1,DESTANOGLU;N'SAKALA;VIDA;WELINTON;ROSIER;SOUZA;LARIN;TOKOZ;HUTCHINSON;GHEZZAL;ABOUBAKAR
Sivasspor vs. Besiktas - Tuesday April 20 - 2021,Sivasspor,hard,4-1-4-1,VURAL;CIFTCI;CAMARA;OSMANPASA;OGUZ;CLAUDEMIR;GRADEL;FAJR;YALCIN;YESILYURT;YATABARE
Ankaragucu vs. Denizlispor - Wednesday April 21 - 2021,Ankaragucu,hard,4-2-3-1,CELIKAY;PINTO;SARLIJA;KULUSIC;KITSIOU;AKDAG;CEKICI;PAINTSIL;POTUK;GERALDO;GURAL
Ankaragucu vs. Denizlispor - Wednesday April 21 - 2021,Denizlispor,hard,4-4-2,SUNGER;AYTAC;YILMAZ;FABIANO;OZDEMIR;SAGAL;DISKERUD;MURAWSKI;TUSHA;MESANOVIC;RODALLEGA
Buyuksehir Belediye Erzurumspor vs. Yeni Malatyaspor - Wednesday April 21 - 2021,Buyuksehir Belediye Erzurumspor,hard,4-2-3-1,SZUMSKI;SCHWECHLEN;HATIPOGLU;KARDES;UCAR;OMOLO;BOUMAL;ALKILIC;OBERTAN;BASSAN;GOMES
Buyuksehir Belediye Erzurumspor vs. Yeni Malatyaspor - Wednesday April 21 - 2021,Yeni Malatyaspor,hard,4-4-2,OZBIR;KARIM HAFEZ;HADEBE;KAYA;CHEBAKE;BUYUK;ILDIZ;YAVRU;FOFANA;BULUT;KANATSIZKUS
Galatasaray vs. Trabzonspor - Wednesday April 21 - 2021,Galatasaray,easy,4-1-4-1,MUSLERA;SARACCHI;MARCAO;LUYINDAMA;OZBAYRAKLI;ANTALYALI;AKTURKOGLU;FERNANDES;KILINC;FEGHOULI;BABEL
Galatasaray vs. Trabzonspor - Wednesday April 21 - 2021,Trabzonspor,easy,4-2-3-1,CAKIR;MARLON;VITOR HUGO;IE;ASAN;BAKER;OZDEMIR;NWAKAEME;BAKASETAS;EKUBAN;DJANINY
Alanyaspor vs. Gaziantep FK - Thursday April 22 - 2021,Alanyaspor,hard,4-3-3,MARAFONA;MOUBANDJE;TZAVELLAS;CAULKER;MORENO;UCAN;SIOPIS;KUTLU;DAVIDSON;PEKTEMEK;BABACAR
Alanyaspor vs. Gaziantep FK - Thursday April 22 - 2021,Gaziantep FK,hard,4-4-2,GUVENC;TOSCA;DJILOBODJI;MIRANDA;OLKOWSKI;MAXIM;JEFFERSON;VETRIH;MIRALLAS;DEMIR;DICKO
Kasimpasa vs. Basaksehir - Thursday April 22 - 2021,Basaksehir,hard,4-2-3-1,BABACAN;SAHINER;EPUREANU;DUARTE;UCAR;CIGERCI;TOPAL;ALEKSIC;GIULIANO;VISCA;CHADLI
Kasimpasa vs. Basaksehir - Thursday April 22 - 2021,Kasimpasa,hard,4-1-4-1,KOSE;HADDADI;BRECKA;LUCKASSEN;HADERGJONAJ;SADIKU;VARGA;BISTROVIC;SERBEST;HAJRADINOVIC;KIESE THELIN
Genclerbirligi vs. Rizespor - Friday April 23 - 2021,Genclerbirligi,hard,4-2-3-1,ADIYAMAN;PEHLIVAN;DIEGO ANGELO;MERT;JOHANSSON;DIKMEN;PIRIS DA MOTTA;CANDEIAS;LIMA;SIO;STANCU
Genclerbirligi vs. Rizespor - Friday April 23 - 2021,Rizespor,hard,4-1-4-1,CETIN;MELNJAK;DILAVER;TALBI;MOROZYUK;DJOKOVIC;ANDRADE;SABO;PEHLIVAN;MICHALAK;REMY
Antalyaspor vs. Galatasaray - Saturday April 24 - 2021,Antalyaspor,hard,4-1-4-1,BOFFIN;KUDRYASHOV;NALDO;OZTURK;YILMAZ;AKYOL;AMILTON;FREDY;BALCI;GURLER;PODOLSKI
Antalyaspor vs. Galatasaray - Saturday April 24 - 2021,Galatasaray,easy,4-1-4-1,MUSLERA;BAYRAM;MARCAO;DONK;OZBAYRAKLI;ETEBO;AKTURKOGLU;FERNANDES;AKBABA;KILINC;DERVISOGLU
Besiktas vs. Kayserispor - Saturday April 24 - 2021,Besiktas,easy,4-2-3-1,DESTANOGLU;N'SAKALA;MONTERO;VIDA;ROSIER;UYSAL;SOUZA;N'KOUDOU;LJAJIC;GHEZZAL;TORE
Besiktas vs. Kayserispor - Saturday April 24 - 2021,Kayserispor,hard,4-4-2,ALEMDAR;BEHICH;PAZ;KOLOVETSIOS;KVRZIC;PEDRO HENRIQUE;ATTAMAH;MUHAR;LENNON;PARLAK;ALIBEC
Denizlispor vs. Sivasspor - Saturday April 24 - 2021,Denizlispor,hard,4-1-4-1,SUNGER;AYTAC;OZKAL;FABIANO;OZDEMIR;AKTAS;SAGAL;MURAWSKI;BAKALORZ;MESANOVIC;RODALLEGA
Denizlispor vs. Sivasspor - Saturday April 24 - 2021,Sivasspor,hard,4-1-4-1,VURAL;CIFTCI;CAMARA;OSMANPASA;OGUZ;CLAUDEMIR;GRADEL;FAJR;ARSLAN;YESILYURT;KAYODE
Konyaspor vs. Hatayspor - Saturday April 24 - 2021,Hatayspor,hard,4-2-3-1,EL KAJOUI;KATRANIS;SANTOS;BILLONG;POPOV;SACKEY;RIBEIRO;KAMARA;AABID;AKINTOLA;BOUPENDZA
Konyaspor vs. Hatayspor - Saturday April 24 - 2021,Konyaspor,hard,4-1-4-1,SEHIC;GUILHERME;BARDAKCI;CALIK;SKUBIC;JEVTOVIC;BYTYQI;HADZIAHMETOVIC;RAHMANOVIC;SEKIDIKA;CIKALLESHI
Trabzonspor vs. Fatih Karagumruk - Saturday April 24 - 2021,Fatih Karagumruk,hard,3-5-2,VIVIANO;KURUCUK;ZUKANOVIC;DURMAZ;AHMETOGLU;AKTAS;BIGLIA;TATLI;HEDENSTAD;ERDINC;SALIBUR
Trabzonspor vs. Fatih Karagumruk - Saturday April 24 - 2021,Trabzonspor,easy,4-4-2,CAKIR;MARLON;VITOR HUGO;IE;ASAN;NWAKAEME;BAKER;OZDEMIR;SARI;DJANINY;EKUBAN
Basaksehir vs. Alanyaspor - Sunday April 25 - 2021,Alanyaspor,hard,3-4-2-1,MARAFONA;TZAVELLAS;AKSOY;MOUBANDJE;DAVIDSON;UCAN;KUTLU;BINGOL;KARACA;BEKIROGLU;PEKTEMEK
Basaksehir vs. Alanyaspor - Sunday April 25 - 2021,Basaksehir,hard,4-2-3-1,BABACAN;SAHINER;EPUREANU;DUARTE;UCAR;CIGERCI;TEKDEMIR;ALEKSIC;GIULIANO;VISCA;GULBRANDSEN
Fenerbahce vs. Kasimpasa - Sunday April 25 - 2021,Fenerbahce,easy,4-1-4-1,TEKIN;ERKIN;SZALAI;AZIZ;SANGARE;SOSA;PELKAS;YANDAS;TUFAN;KAHVECI;VALENCIA
Fenerbahce vs. Kasimpasa - Sunday April 25 - 2021,Kasimpasa,hard,4-2-3-1,TASKIRAN;HADDADI;BRECKA;LUCKASSEN;HADERGJONAJ;SADIKU;BISTROVIC;VARGA;HAJRADINOVIC;KOOMSON;KIESE THELIN
Gaziantep FK vs. Buyuksehir Belediye Erzurumspor - Sunday April 25 - 2021,Buyuksehir Belediye Erzurumspor,hard,4-2-3-1,SZUMSKI;SCHWECHLEN;HATIPOGLU;KARDES;UCAR;OMOLO;BOUMAL;ALKILIC;OBERTAN;BASSAN;GOMES
Gaziantep FK vs. Buyuksehir Belediye Erzurumspor - Sunday April 25 - 2021,Gaziantep FK,hard,4-4-2,AKBABA;VURAL;TOSCA;DJILOBODJI;CEYLAN;MAXIM;JEFFERSON;VETRIH;OZER;DICKO;DEMIR
Yeni Malatyaspor vs. Ankaragucu - Sunday April 25 - 2021,Ankaragucu,hard,4-1-4-1,CELIKAY;PINTO;PAZDAN;KULUSIC;KITSIOU;VOCA;PAINTSIL;AKDAG;CEKICI;LOBJANIDZE;POTUK
Yeni Malatyaspor vs. Ankaragucu - Sunday April 25 - 2021,Yeni Malatyaspor,hard,4-4-2,OZBIR;KARIM HAFEZ;HADEBE;KAYA;CHEBAKE;FOFANA;ILDIZ;YAVRU;ESKIHELLAC;BUYUK;KANATSIZKUS
Hatayspor vs. Genclerbirligi - Tuesday April 27 - 2021,Genclerbirligi,hard,4-2-3-1,NORDFELDT;PEHLIVAN;DIEGO ANGELO;KIZILDAG;JOHANSSON;DIKMEN;PIRIS DA MOTTA;CANDEIAS;LIMA;SIO;STANCU
Hatayspor vs. Genclerbirligi - Tuesday April 27 - 2021,Hatayspor,hard,4-2-3-1,EL KAJOUI;KATRANIS;SANTOS;BILLONG;POPOV;SACKEY;RIBEIRO;BOUPENDZA;AABID;AKINTOLA;DIOUF
Fatih Karagumruk vs. Antalyaspor - Wednesday April 28 - 2021,Antalyaspor,hard,4-1-4-1,BOFFIN;ALBAYRAK;GULUM;NALDO;BALCI;SAHIN;DROLE;FREDY;AKYOL;AMILTON;ORGILL
Fatih Karagumruk vs. Antalyaspor - Wednesday April 28 - 2021,Fatih Karagumruk,hard,4-1-4-1,VIVIANO;AHMETOGLU;ZUKANOVIC;KURUCUK;HEDENSTAD;BIGLIA;LENS;BERTOLACCI;TATLI;NDAO;BORINI
Galatasaray vs. Konyaspor - Wednesday April 28 - 2021,Galatasaray,easy,4-1-4-1,MUSLERA;BAYRAM;MARCAO;DONK;OZBAYRAKLI;ETEBO;AKTURKOGLU;DERVISOGLU;FERNANDES;KILINC;MOSTAFA MOHAMED
Galatasaray vs. Konyaspor - Wednesday April 28 - 2021,Konyaspor,hard,4-2-3-1,SEHIC;GUILHERME;DEMIRBAG;CALIK;YARDIMCI;DIOMANDE;HADZIAHMETOVIC;SEKIDIKA;RAHMANOVIC;SHENGELIA;KRAVETS
Goztepe vs. Trabzonspor - Wednesday April 28 - 2021,Goztepe,hard,4-2-3-1,EGRIBAYAT;EMIR;NUKAN;ALICI;GASSAMA;NWOBODO;AYDOGDU;NDIAYE;DIABATE;AKBUNAR;JAHOVIC
Goztepe vs. Trabzonspor - Wednesday April 28 - 2021,Trabzonspor,easy,4-2-3-1,CAKIR;MARLON;VITOR HUGO;HOSSEINI;ASAN;BAKER;OZDEMIR;NWAKAEME;BAKASETAS;EKUBAN;DJANINY
Kayserispor vs. Denizlispor - Wednesday April 28 - 2021,Denizlispor,hard,4-1-4-1,SUNGER;AYTAC;YILMAZ;FABIANO;OZKAL;MURAWSKI;SAGAL;BAKALORZ;AYAROGLU;DOSSEVI;RODALLEGA
Kayserispor vs. Denizlispor - Wednesday April 28 - 2021,Kayserispor,hard,4-2-3-1,ALEMDAR;BEHICH;PAZ;KOLOVETSIOS;KVRZIC;SABOVIC;MUHAR;PEDRO HENRIQUE;AVRAMOVSKI;LENNON;PARLAK
Rizespor vs. Besiktas - Wednesday April 28 - 2021,Besiktas,easy,4-1-4-1,DESTANOGLU;N'SAKALA;WELINTON;VIDA;TOKOZ;SOUZA;N'KOUDOU;LJAJIC;HUTCHINSON;GHEZZAL;TORE
Rizespor vs. Besiktas - Wednesday April 28 - 2021,Rizespor,hard,4-2-3-1,AKKAN;KOYBASI;TALBI;AY;FABRICIO BAIANO;PEHLIVAN;DJOKOVIC;SAMUDIO;SABO;MICHALAK;FERNANDO BOLDRIN
Alanyaspor vs. Fenerbahce - Thursday April 29 - 2021,Alanyaspor,hard,4-3-3,MARAFONA;MOUBANDJE;TZAVELLAS;CAULKER;MORENO;UCAN;SIOPIS;KUTLU;DAVIDSON;PEKTEMEK;KARACA
Alanyaspor vs. Fenerbahce - Thursday April 29 - 2021,Fenerbahce,easy,4-1-4-1,TEKIN;ERKIN;SZALAI;AZIZ;GONUL;SOSA;PELKAS;YANDAS;TUFAN;OZIL;VALENCIA
Ankaragucu vs. Gaziantep FK - Thursday April 29 - 2021,Ankaragucu,hard,4-2-3-1,CELIKAY;TURAN;KULUSIC;SARLIJA;KITSIOU;LUKASIK;AKDAG;PINTO;POTUK;CEKICI;AYYILDIZ
Ankaragucu vs. Gaziantep FK - Thursday April 29 - 2021,Gaziantep FK,hard,5-3-2,GUVENC;VURAL;DJILOBODJI;MIRANDA;TOSCA;OLKOWSKI;MAXIM;VETRIH;MIRALLAS;DICKO;DEMIR
Buyuksehir Belediye Erzurumspor vs. Basaksehir - Thursday April 29 - 2021,Basaksehir,hard,4-2-3-1,BABACAN;BOLINGOLI;EPUREANU;DUARTE;SAHINER;CIGERCI;TEKDEMIR;ALEKSIC;OZCAN;VISCA;CHADLI
Buyuksehir Belediye Erzurumspor vs. Basaksehir - Thursday April 29 - 2021,Buyuksehir Belediye Erzurumspor,hard,4-2-3-1,SZUMSKI;SCHWECHLEN;HATIPOGLU;KARDES;UCAR;OMOLO;BOUMAL;ALKILIC;OBERTAN;BASSAN;GOMES
Sivasspor vs. Yeni Malatyaspor - Thursday April 29 - 2021,Sivasspor,hard,4-1-4-1,VURAL;CIFTCI;CAMARA;OSMANPASA;OGUZ;CLAUDEMIR;GRADEL;FAJR;ARSLAN;YESILYURT;KAYODE
Sivasspor vs. Yeni Malatyaspor - Thursday April 29 - 2021,Yeni Malatyaspor,hard,4-4-2,OZBIR;KARIM HAFEZ;HADEBE;KAYA;CHEBAKE;FOFANA;ILDIZ;YAVRU;BULUT;TETTEH;KANATSIZKUS
Besiktas vs. Hatayspor - Saturday May 1 - 2021,Besiktas,easy,4-2-3-1,DESTANOGLU;N'SAKALA;VIDA;WELINTON;ROSIER;SOUZA;HUTCHINSON;N'KOUDOU;LJAJIC;GHEZZAL;LARIN
Besiktas vs. Hatayspor - Saturday May 1 - 2021,Hatayspor,hard,4-2-3-1,EL KAJOUI;KATRANIS;SANTOS;BILLONG;POPOV;RIBEIRO;AABID;BOUPENDZA;TRAORE;AKINTOLA;DIOUF
Antalyaspor vs. Goztepe - Sunday May 2 - 2021,Antalyaspor,hard,4-1-4-1,BOFFIN;KUDRYASHOV;NALDO;SARI;BALCI;SAHIN;ALBAYRAK;FREDY;AKYOL;AMILTON;PODOLSKI
Antalyaspor vs. Goztepe - Sunday May 2 - 2021,Goztepe,hard,4-2-3-1,EGRIBAYAT;EMIR;NUKAN;ALICI;PALULI;ESITI;SONMEZ;AKBUNAR;AYDOGDU;DIABATE;JAHOVIC
